Cancer,Year,Sex,Age,Risk,Risk_1_X,Type
Non-melanoma skin cancer (rare types),2007,Females,before age 35,0.0012,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 40,0.0031,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 45,0.0072,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 50,0.0104,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 55,0.0160,6261.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 60,0.0248,4031.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 65,0.0375,2665.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 70,0.0560,1786.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 75,0.0942,1062.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 80,0.1428,700.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 85,0.2063,485.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 90,0.2618,382.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,0.3356,298.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,0.0003,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,0.0010,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,0.0016,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,0.0025,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,0.0063,15954.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,0.0101,9899.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,0.0158,6325.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,0.0245,4082.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,0.0398,2513.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,0.0642,1557.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,0.0986,1014.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,0.1560,641.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,0.2267,441.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,0.3415,293.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,0.4219,237.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,0.5083,197.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 20,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 25,0.0006,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 30,0.0011,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 35,0.0017,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 40,0.0055,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 45,0.0102,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 50,0.0204,4902.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 55,0.0364,2746.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 60,0.0524,1908.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 65,0.0915,1093.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 70,0.1332,751.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 75,0.2245,445.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 80,0.3221,310.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 85,0.4356,230.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 90,0.5563,180.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,0.6443,155.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 20,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 25,0.0025,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 30,0.0037,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 35,0.0048,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 40,0.0080,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 45,0.0103,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 50,0.0172,5803.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 55,0.0221,4516.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 60,0.0308,3247.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 65,0.0425,2352.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 70,0.0700,1428.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 75,0.0982,1018.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 80,0.1488,672.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 85,0.2107,475.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 90,0.2775,360.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,0.3370,297.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,0.0003,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,0.0015,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,0.0024,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,0.0032,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,0.0067,14862.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,0.0103,9748.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,0.0188,5327.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,0.0292,3422.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,0.0415,2407.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,0.0670,1492.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,0.1018,982.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,0.1624,616.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,0.2368,422.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,0.3239,309.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,0.4154,241.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,0.4851,206.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 20,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 25,0.0012,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 30,0.0028,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 35,0.0051,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 40,0.0076,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 45,0.0117,8537.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 50,0.0211,4735.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 55,0.0298,3361.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 60,0.0513,1948.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 65,0.0799,1251.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 70,0.1307,765.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 75,0.2002,500.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 80,0.3272,306.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 85,0.4575,219.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 90,0.5914,169.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,0.6859,146.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 20,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 25,0.0006,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 30,0.0006,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 35,0.0017,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 40,0.0024,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 45,0.0035,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 50,0.0072,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 55,0.0115,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 60,0.0200,4998.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 65,0.0380,2633.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 70,0.0607,1648.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 75,0.0978,1023.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 80,0.1470,680.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 85,0.2339,428.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 90,0.3019,331.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,0.3959,253.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,0.0009,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,0.0017,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,0.0034,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,0.0050,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,0.0076,13095.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,0.0142,7060.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,0.0206,4848.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,0.0356,2806.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,0.0589,1697.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,0.0960,1041.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,0.1498,668.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,0.2385,419.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,0.3466,288.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,0.4455,224.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,0.5373,186.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 15,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 20,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 25,0.0007,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 30,0.0018,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 35,0.0018,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 40,0.0036,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 45,0.0090,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 50,0.0152,6599.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 55,0.0251,3981.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 60,0.0483,2072.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 65,0.0786,1272.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 70,0.1296,771.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 75,0.2051,487.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 80,0.3239,309.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 85,0.4696,213.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 90,0.6059,165.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,Lifetime,0.7378,136.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 20,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 25,0.0012,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 30,0.0028,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 35,0.0050,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 40,0.0063,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 45,0.0075,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 50,0.0123,8162.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 55,0.0209,4785.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 60,0.0298,3353.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 65,0.0503,1990.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 70,0.0737,1357.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 75,0.1035,966.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 80,0.1620,617.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 85,0.2298,435.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,before age 90,0.2999,333.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Females,Lifetime,0.3929,254.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 15,0.0003,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 20,0.0003,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 25,0.0009,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 30,0.0023,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 35,0.0034,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 40,0.0049,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 45,0.0082,12135.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 50,0.0137,7306.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 55,0.0230,4349.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 60,0.0390,2565.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 65,0.0644,1553.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 70,0.1019,981.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 75,0.1552,644.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 80,0.2444,409.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 85,0.3509,285.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,before age 90,0.4525,221.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Persons,Lifetime,0.5605,178.0,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age  5,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 10,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 15,0.0000,,Diagnosis
Non-melanoma skin cancer (rare types),2007,Males,before age 20,0.0000,,Diagnosis
